Temperature (°C),Pressure (kPa),Humidity (%),Mixing_Speed (rpm),Firing_Duration (min),Cooling_Rate (°C/min),Clay_Content (%),Water_Content (%),Kiln_Temperature (°C),Mold_Pressure (kN),Drying_Time (hours),Surface_Roughness (µm),Porosity (%),Density (g/cm³),Grain_Size (µm),Color_Intensity,Shrinkage (%),Flexural_Strength (MPa),Thermal_Conductivity (W/mK),Electrical_Resistance (Ohm),Hardness (HV),Wear_Resistance (mg),Cracking_Temperature (°C),Yield (%),EC-Messwert
449.448142616835,1901.4286128198323,73.1993941811405,299.3292420985183,28.083355279638575,7.799726016810133,5.8083612168199465,43.308807288746756,841.5610164404924,708.0725777960455,0.9880557261985174,9.699098521619943,41.622132040021086,0.6370173320348285,36.364993441420125,18.34045098534338,6.0848448591907545,52.475643163223786,4.319450186421157,29122.91401980419,917.7793420835692,13.949386065204184,350.57357824226176,36.63618432936917,4.56069984217036
942.2111536716163,399.34756431671946,51.42344384136116,296.2072844310212,8.36107428959959,30.37724259507192,17.052412368729154,3.252579649263976,1328.4397521546666,965.6320330745593,38.80307270959013,3.0461376917337066,4.883605700319194,2.052699079536471,88.03049874792026,12.203823484477883,9.903538202225404,3.4388521115218396,9.093204020787821,25877.99816000169,993.783426530973,31.171107608941096,624.081625413373,54.67102793432797,1.8485445552552704
1163.5015533174703,1550.2656467222291,93.9498941564189,447.41367521382443,107.62199618599533,46.093711751155844,8.84925020519195,9.79914312095726,63.318204474753294,325.3303307632643,18.656509905095135,2.713490317738959,41.436875457596464,1.0702599800807677,56.18690193747615,54.26960831582485,2.818484499495253,80.21969807540397,0.7455064367977082,98688.69366005174,1158.367153944986,19.87156815341724,6.626540548322879,81.54614284548342,7.068573438476172
874.8086016491848,1542.5406933718914,7.4044651734090365,179.2328642721363,20.85643071452335,43.155171293779674,62.329812682755794,16.54490124263246,88.9816904004331,310.9823217156622,15.608799457283858,7.29606178338064,31.877873567760656,2.6616382277289796,94.44298503238986,11.959424593830171,14.2648957444599,76.07850486168974,5.612771975694963,77096.7179954561,740.6933945465861,52.27328293819941,513.0492220302596,2.541912674409519,1.0789142699330445
37.7150228240811,1272.8208225275607,31.435598107632668,254.2853455823514,163.36196530669673,12.464611457443747,41.038292303562976,37.77755692715243,320.3174316882714,76.979909828793,13.908069739860865,1.6122128725400442,46.484882617128655,2.424361138693251,126.68075130208469,87.14605901877177,16.07344153798229,18.657005888603585,8.925589984899778,53934.224191565074,1211.1602327460937,89.60912999234932,381.60416996623667,11.005192452767677,2.279351625419417
512.5293463515076,1636.0295318449862,86.07305832563435,3.4760652655953517,91.93451446396183,20.87055015743895,22.210781047073024,5.99326836668414,472.6612399650791,942.9097039125191,15.513740736996251,5.187906217433661,35.15094794475889,1.090888807137882,194.35641654419214,96.24472949421113,5.035645916507283,49.72485058923854,3.0087830981676964,28484.049437746762,55.33042103179919,60.956433397989684,603.2148278746338,5.147875124998935,2.7864646423661146
1089.9190631599845,479.12378133394486,14.48948720912231,244.7263801387815,177.41708173990813,12.10276357557502,67.21355474058785,38.08098076643588,332.6925615893595,728.2163486118595,17.653590370524157,6.3230583059357945,31.676485538044734,1.6073240522242753,18.05795401088166,83.5302495589238,6.415601299434717,18.651851039985424,0.40775141554763916,59089.294318824184,1016.3465427634236,1.6587828927856152,614.5116699591372,22.649577519793795,6.451727904094499
209.23971480598973,1381.8754762049318,38.67353463005374,468.36499436836726,24.753769946278787,17.053317552512926,11.347352124058908,46.23468091392814,1228.2750947333734,257.9416277151556,31.679234209640594,8.172222002012159,27.760040579973115,1.5889517350680196,48.37045818009034,9.310276780589922,17.944315159066534,90.04180571633304,6.33101457273268,33902.979104870064,523.8143619189914,72.59556788702393,1076.5323119430925,88.70864242651173,7.798755458576238
770.4379753851454,168.27992999009766,16.162871409461378,449.2770942635396,109.15723073872618,0.4598525808314824,10.147154286603211,33.17508845540279,7.086217384706162,160.80805141749866,26.339221889596132,6.918951976926932,32.59806297513003,0.6728079283816794,142.4358442695072,23.724908749680008,6.5079939631853545,74.64914051180241,6.496328990472147,84922.3410494178,986.419338450515,56.830860333547164,112.40972139371097,36.77158030594335,2.6520236768172545
292.7875720549003,1946.0211095048912,39.30977246667604,446.02327758855665,113.60495267950732,39.74056517708242,50.26370931051921,28.845194231317954,689.5247713464095,195.2429877980445,34.677701532552256,2.807723624408558,1.215798321572692,1.9364168877215033,35.42213588140979,94.04585843529144,19.078571540051747,91.48643902204485,3.7015870025544437,1545.6616528867428,1392.4778438815881,42.81841483173143,1159.9857828524034,96.36199770892529,8.530094554673601
353.3386704835028,770.1954572038505,85.11366715168569,158.46100257813885,30.508694403496648,27.840063122917506,93.6154774160781,34.80148983374865,798.0856381251109,97.17649377076853,29.520346881560148,9.900538501042632,7.004200761826201,1.55498895709121,175.47461438559108,74.07686177542044,13.94031481990536,70.24840839871092,3.5949115121975517,29359.184426449337,1214.0417332177703,81.01133946791808,1040.4867822961244,91.32405525564712,5.113423988609378
601.8195536246395,1596.5903579335504,64.99639307777652,350.9834386288517,143.2426804984982,44.50026709087832,33.79951568515358,18.7791476319972,131.5747157772166,578.2801409961739,1.7252291422436201,4.655980181324601,27.13223173537883,0.8596237563848532,118.16665211380214,3.050024993904943,0.7469637749842883,82.26005606596583,3.601906414112629,12706.051265188478,783.3648900822066,76.99935530986109,258.98523299621183,62.28904758190003,0.85347464993768
62.018065402329235,1062.709263136296,54.06351216101065,318.71495074910325,130.6964400700791,48.79260397312673,51.630034830119534,16.1478236470623,1113.260672676185,270.83225126207424,21.070628193870533,0.7845638134226596,1.2675371707728755,2.887945244033775,167.19602410244116,69.59742060936979,8.179058888285397,17.329432007084577,1.5643704267108605,25024.28981645953,823.8399970591807,71.45959227000624,792.2368520612775,27.993389694594285,9.54865280663194
885.4763000349222,1108.7081050228014,61.17207462343522,209.80003121389495,44.591578110208346,17.798633932563078,75.78461104643691,0.7196744314877934,162.50169670968273,46.00264202175275,1.9549825113105666,8.554605840110073,35.18289296900118,1.4225214872619756,19.566832130200297,49.16158751168324,9.469435415611313,17.320186991001517,4.33851649237973,39850.47343973735,923.7751470783247,63.50936508676438,54.364811726453425,37.46126146264712,6.258599157142363
603.7635102961052,1712.9796823766446,65.8693631618945,81.46721354071485,12.702374532077371,32.12096391031578,2.6511310541621813,29.288779063673164,1316.3223379949407,575.4741778758789,18.63215645791305,6.432882184423532,22.912644524575832,1.6368503679478048,188.29296175530504,38.610263780077425,19.223811276478283,90.53506419560637,1.9579113478929644,6936.130087516545,151.16700206614,1.8221825651549728,113.33155290711407,68.30067734163569,0.7118864846022899
382.77075635251356,1689.750621938909,2.3271935735825866,407.2342412944679,50.733859459211985,5.908241381082813,69.67371653641507,31.4471423389942,1228.4608189378741,735.0710438038858,38.56708465847273,2.820345725713065,8.871977188986142,2.251844254922575,161.3669478534528,99.05051420006733,8.25235353822853,37.201808579278314,7.764129607419968,34080.354025301785,1396.135988405347,85.84127518430118,514.792832850022,75.08710677914974,7.545428740846823
123.74864260311912,1805.1058133591334,50.525237244785714,413.2287330538708,57.608928185510116,44.77616142481003,38.92016787341631,0.541882574014918,1267.534766986969,91.28667678613355,15.327054604339914,9.50061967050805,47.53035734687781,1.7203136643698582,126.36744243395985,44.84455219783198,5.864215433961291,32.8664545369916,6.725184560770384,75237.452943768,1187.3685655887728,78.96181427945538,109.44732365842845,49.442030470258146,0.5755876001664428
659.4346587884827,883.0610027467541,88.77041827582998,175.45750627603934,21.072062956969056,7.149584102641793,76.15106317174723,30.910903165813053,141.57174657190635,84.10680611499744,33.64651831003776,0.7276300636419353,41.09300296451781,2.1187266814694885,16.269756128379953,8.483771408519193,19.732791570023508,37.427079575612034,3.706421470668909,81279.95672575026,1420.8728660757881,98.6001063822871,904.05382231073,37.62595855309158,0.8350071669866876
932.5762991129242,1116.80849947161,42.42220092469763,453.177192547368,20.015546815107243,24.631255214542957,1.1353644767419069,23.433032099706313,78.82458595457229,118.81791626807193,5.641259845301034,6.492103021160636,37.30224396327117,1.750106295291479,192.43450969490837,37.48705795237041,5.714241725637215,86.85991281894603,2.235958385194526,96322.25394406113,18.231712034724513,96.98788267076391,51.791894340691336,89.11431136980711,5.277011090862999
1191.5577553431604,147.59312947079772,55.38542844013208,484.6512678095495,94.15761195062679,31.469931906763126,69.57486889846172,22.727053238388663,878.5813121176889,584.3143119231003,43.25558450356747,0.4544638034145787,14.048159479611517,2.851234452229676,178.05275677818327,45.56567527857129,12.402651956030734,27.738118298113267,1.881211597237613,46369.840493998214,530.0283420390792,58.365611185087204,93.28156435798181,97.43948076661665,9.86210744479603
837.7940568236942,1072.1927326882408,30.952761628632775,406.89750985347433,123.25161105969826,8.130846967244565,91.09271844938425,41.12686214615845,1329.7198786086938,725.7195083883599,29.443929404917913,4.182430362906189,46.63642416770066,2.598191668501225,9.043734021237881,2.6366974497252005,7.5292673375609915,81.0553330781833,9.872761293149445,15041.689110352818,891.1960730282027,38.08908566310215,1163.8972773775238,84.21189231357087,8.383287047111379
562.4317917539644,829.6390046753304,27.340707193070624,28.18774832546356,155.65002772590958,40.64505045650388,99.97176732861305,49.831841853695266,777.6043878436784,768.9874151805105,45.34875503435654,8.496473906774115,12.367405087159883,1.3516324059302804,25.831883030298997,95.40510272587224,12.123492689017601,22.864280550346272,6.7170068440585675,61812.82404578958,537.2440770492608,11.355759219962902,805.8878347113596,52.03077009037933,7.723183917356393
624.1962013343921,1704.3630006370802,55.190683877448556,280.46898576769314,157.7976484785021,20.17414331061985,13.401522845064074,1.4391338156669486,1057.1921579430666,620.3095513534647,33.79582886876273,2.129641615089107,6.818573779338488,0.043633997003645786,70.11751176131939,58.991768685463306,7.844880901994646,43.747492202372904,9.041586944937483,34825.54670233004,770.9842337397162,78.3653012741143,475.8513387855242,62.20867002278735,8.623637087467452
1139.4247483891706,294.1469618580759,92.65876251614944,246.0581465397691,46.483989893812506,22.956787811913067,98.0032575285477,24.63090469964348,460.2522544025115,633.4008543167258,11.526989701353267,0.7586332810866392,6.443986095532461,0.3841375168733173,30.38053870245887,13.882717264941014,12.817494896064293,18.188008439914483,3.456672833238632,89678.84099060118,710.9424603943086,66.75577385210272,206.7838454419558,19.228901880867078,0.40868616266478863
202.72207568659746,557.1806780639173,17.70104842767468,44.35126687852781,21.714456798108145,23.038938401636287,20.63337184057925,18.213493052403773,704.7841791967996,690.3948286293653,1.886982712372749,7.994103989090426,31.39501947454539,0.24527709584661572,174.71572482135545,92.08724005318132,1.221559197097275,27.687764814720374,8.062012797930613,74825.96903836583,276.781529034566,20.93493233367103,444.5665233496584,48.45229851910213,6.1825477153029595
